ID_Linha,ID_Pedido,Data_Pedido,Data_Envio,Modo_Envio,ID_Cliente,Nome_Cliente,Segmento,Pais,Cidade,Estado,Cep,Regiao,ID_Produto,Categoria,SubCategoria,Nome_Produto,Preco_Dolar,Preco,Quantidade,Desconto,Lucro,"4,97"
101,CA-2016-158568,29/08/2016,02/09/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10001767,Tecnologia ,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,"95,976","477,00072",3,"0,2","-10,7973",
102,CA-2016-158568,29/08/2016,02/09/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Material de escritório,Binders,Avery Hidden Tab Dividers for Binding Systems,"1,788","8,88636",3,"0,8","-3,0396",
103,CA-2016-129903,01/12/2016,04/12/2016,Second Class,GZ-14470,Gary Zandusky,Consumidor,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040,Material de escritório,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),"23,92","118,8824",4,0,"11,7208",
104,US-2015-156867,13/11/2015,17/11/2015,Standard Class,LC-16870,Lena Cacioppo,Consumidor,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,Tecnologia ,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,"238,896","1187,31312",6,"0,2","-26,8758",
105,US-2015-156867,13/11/2015,17/11/2015,Standard Class,LC-16870,Lena Cacioppo,Consumidor,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,Mobiliário,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting","102,36","508,7292",3,"0,2","-3,8385",
106,US-2015-156867,13/11/2015,17/11/2015,Standard Class,LC-16870,Lena Cacioppo,Consumidor,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,Material de escritório,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","36,882","183,30354",3,"0,7","-25,8174",
107,CA-2017-119004,23/11/2017,28/11/2017,Standard Class,JM-15250,Janet Martin,Consumidor,United States,Charlotte,North Carolina,28205,South,TEC-AC-10003499,Tecnologia ,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,"74,112","368,33664",8,"0,2","17,6016",
108,CA-2017-119004,23/11/2017,28/11/2017,Standard Class,JM-15250,Janet Martin,Consumidor,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002844,Tecnologia ,Phones,Speck Products Candyshell Flip Case,"27,992","139,12024",1,"0,2","2,0994",
109,CA-2017-119004,23/11/2017,28/11/2017,Standard Class,JM-15250,Janet Martin,Consumidor,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000390,Material de escritório,Art,Newell Chalk Holder,"3,304","16,42088",1,"0,2","1,0738",
110,CA-2015-129476,15/10/2015,20/10/2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,Tecnologia ,Accessories,Logitech Gaming G510s - Keyboard,"339,96","1689,6012",5,"0,2","67,992",
111,CA-2017-146780,25/12/2017,30/12/2017,Standard Class,CV-12805,Cynthia Voltz,Corporativo ,United States,New York City,New York,10035,East,FUR-FU-10001934,Mobiliário,Furnishings,Magnifier Swing Arm Lamp,"41,96","208,5412",2,0,"10,9096",
112,CA-2016-128867,03/11/2016,10/11/2016,Standard Class,CL-12565,Clay Ludtke,Consumidor,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,Material de escritório,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue","75,96","377,5212",2,0,"22,788",
113,CA-2016-128867,03/11/2016,10/11/2016,Standard Class,CL-12565,Clay Ludtke,Consumidor,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,Material de escritório,Binders,"Avery Durable Plastic 1"" Binders","27,24","135,3828",6,0,"13,3476",
114,CA-2014-115259,25/08/2014,27/08/2014,Second Class,RC-19960,Ryan Crowe,Consumidor,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,Material de escritório,Fasteners,"OIC Colored Binder Clips, Assorted Sizes","40,096","199,27712",14,"0,2","14,5348",
115,CA-2014-115259,25/08/2014,27/08/2014,Second Class,RC-19960,Ryan Crowe,Consumidor,United States,Columbus,Ohio,43229,East,OFF-EN-10002600,Material de escritório,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2","4,72","23,4584",2,"0,2","1,652",
116,CA-2014-115259,25/08/2014,27/08/2014,Second Class,RC-19960,Ryan Crowe,Consumidor,United States,Columbus,Ohio,43229,East,OFF-PA-10004965,Material de escritório,Paper,Xerox 1921,"23,976","119,16072",3,"0,2","7,4925",
117,CA-2014-115259,25/08/2014,27/08/2014,Second Class,RC-19960,Ryan Crowe,Consumidor,United States,Columbus,Ohio,43229,East,OFF-EN-10002504,Material de escritório,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","130,464","648,40608",6,"0,2","44,0316",
118,CA-2015-110457,02/03/2015,06/03/2015,Standard Class,DK-13090,Dave Kipp,Consumidor,United States,Seattle,Washington,98103,West,FUR-TA-10001768,Mobiliário,Tables,Hon Racetrack Conference Tables,"787,53","3914,0241",3,0,"165,3813",
119,US-2015-136476,05/04/2015,10/04/2015,Standard Class,GG-14650,Greg Guthrie,Corporativo ,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,Material de escritório,Binders,GBC DocuBind 300 Electric Binding Machine,"157,794","784,23618",1,"0,7","-115,7156",
120,CA-2016-103730,12/06/2016,15/06/2016,First Class,SC-20725,Steven Cartwright,Consumidor,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,Mobiliário,Furnishings,Artistic Insta-Plaque,"47,04","233,7888",3,0,"18,3456",
121,CA-2016-103730,12/06/2016,15/06/2016,First Class,SC-20725,Steven Cartwright,Consumidor,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,Material de escritório,Binders,DXL Angle-View Binders with Locking Rings by Samsill,"30,84","153,2748",4,0,"13,878",
122,CA-2016-103730,12/06/2016,15/06/2016,First Class,SC-20725,Steven Cartwright,Consumidor,United States,Wilmington,Delaware,19805,East,OFF-ST-10000777,Material de escritório,Storage,"Companion Letter/Legal File, Black","226,56","1126,0032",6,0,"63,4368",
123,CA-2016-103730,12/06/2016,15/06/2016,First Class,SC-20725,Steven Cartwright,Consumidor,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500,Material de escritório,Envelopes,Globe Weis Peel & Seel First Class Envelopes,"115,02","571,6494",9,0,"51,759",
124,CA-2016-103730,12/06/2016,15/06/2016,First Class,SC-20725,Steven Cartwright,Consumidor,United States,Wilmington,Delaware,19805,East,TEC-PH-10003875,Tecnologia ,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,"68,04","338,1588",7,0,"19,7316",
125,US-2014-152030,26/12/2014,28/12/2014,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,Mobiliário,Chairs,Global Deluxe High-Back Manager's Chair,"600,558","2984,77326",3,"0,3","-8,5794",
126,US-2014-134614,20/09/2014,25/09/2014,Standard Class,PF-19165,Philip Fox,Consumidor,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Mobiliário,Tables,Bevis 44 x 96 Conference Tables,"617,7","3069,969",6,"0,5","-407,682",
127,US-2017-107272,05/11/2017,12/11/2017,Standard Class,TS-21610,Troy Staebel,Consumidor,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274,Material de escritório,Binders,"Avery Durable Slant Ring Binders, No Labels","2,388","11,86836",2,"0,7","-1,8308",
128,US-2017-107272,05/11/2017,12/11/2017,Standard Class,TS-21610,Troy Staebel,Consumidor,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974,Material de escritório,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black","243,992","1212,64024",7,"0,2","30,499",
129,US-2016-125969,06/11/2016,10/11/2016,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-CH-10001146,Mobiliário,Chairs,"Global Task Chair, Black","81,424","404,67728",2,"0,2","-9,1602",
130,US-2016-125969,06/11/2016,10/11/2016,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-FU-10003773,Mobiliário,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,"238,56","1185,6432",3,0,"26,2416",
131,US-2017-164147,02/02/2017,05/02/2017,First Class,DW-13585,Dorothy Wardle,Corporativo ,United States,Columbus,Ohio,43229,East,TEC-PH-10002293,Tecnologia ,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,"59,97","298,0509",5,"0,4","-11,994",
132,US-2017-164147,02/02/2017,05/02/2017,First Class,DW-13585,Dorothy Wardle,Corporativo ,United States,Columbus,Ohio,43229,East,OFF-PA-10002377,Material de escritório,Paper,Xerox 1916,"78,304","389,17088",2,"0,2","29,364",
133,US-2017-164147,02/02/2017,05/02/2017,First Class,DW-13585,Dorothy Wardle,Corporativo ,United States,Columbus,Ohio,43229,East,OFF-FA-10002780,Material de escritório,Fasteners,Staples,"21,456","106,63632",9,"0,2","6,9732",
134,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,Lena Creighton,Consumidor,United States,Roseville,California,95661,West,OFF-PA-10001804,Material de escritório,Paper,Xerox 195,"20,04","99,5988",3,0,"9,6192",
135,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,Lena Creighton,Consumidor,United States,Roseville,California,95661,West,OFF-PA-10001736,Material de escritório,Paper,Xerox 1880,"35,44","176,1368",1,0,"16,6568",
136,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,Lena Creighton,Consumidor,United States,Roseville,California,95661,West,OFF-AR-10001149,Material de escritório,Art,"Sanford Colorific Colored Pencils, 12/Box","11,52","57,2544",4,0,"3,456",
137,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,Lena Creighton,Consumidor,United States,Roseville,California,95661,West,OFF-FA-10002988,Material de escritório,Fasteners,Ideal Clamps,"4,02","19,9794",2,0,"1,9698",
138,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,Lena Creighton,Consumidor,United States,Roseville,California,95661,West,OFF-BI-10004781,Material de escritório,Binders,GBC Wire Binding Strips,"76,176","378,59472",3,"0,2","26,6616",
139,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,Lena Creighton,Consumidor,United States,Roseville,California,95661,West,OFF-SU-10001218,Material de escritório,Supplies,Fiskars Softgrip Scissors,"65,88","327,4236",6,0,"18,4464",
140,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,Lena Creighton,Consumidor,United States,Roseville,California,95661,West,FUR-FU-10001706,Mobiliário,Furnishings,Longer-Life Soft White Bulbs,"43,12","214,3064",14,0,"20,6976",
141,CA-2016-110366,05/09/2016,07/09/2016,Second Class,JD-15895,Jonathan Doherty,Corporativo ,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Mobiliário,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","82,8","411,516",2,"0,2","10,35",
142,CA-2017-106180,18/09/2017,23/09/2017,Standard Class,SH-19975,Sally Hughsby,Corporativo ,United States,San Francisco,California,94122,West,OFF-AR-10000940,Material de escritório,Art,Newell 343,"8,82","43,8354",3,0,"2,3814",
143,CA-2017-106180,18/09/2017,23/09/2017,Standard Class,SH-19975,Sally Hughsby,Corporativo ,United States,San Francisco,California,94122,West,OFF-EN-10004030,Material de escritório,Envelopes,Convenience Packs of Business Envelopes,"10,86","53,9742",3,0,"5,1042",
144,CA-2017-106180,18/09/2017,23/09/2017,Standard Class,SH-19975,Sally Hughsby,Corporativo ,United States,San Francisco,California,94122,West,OFF-PA-10004327,Material de escritório,Paper,Xerox 1911,"143,7","714,189",3,0,"68,976",
145,CA-2017-155376,22/12/2017,27/12/2017,Standard Class,SG-20080,Sandra Glassco,Consumidor,United States,Independence,Missouri,64055,Central,OFF-AP-10001058,Material de escritório,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,"839,43","4171,9671",3,0,"218,2518",
146,CA-2015-110744,07/09/2015,12/09/2015,Standard Class,HA-14920,Helen Andreada,Consumidor,United States,Pasadena,California,91104,West,OFF-ST-10003656,Material de escritório,Storage,Safco Industrial Wire Shelving,"671,93","3339,4921",7,0,"20,1579",
147,CA-2014-110072,22/10/2014,28/10/2014,Standard Class,MG-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East,FUR-FU-10000521,Mobiliário,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock","93,888","466,62336",4,"0,2","12,9096",
148,CA-2016-114489,05/12/2016,09/12/2016,Standard Class,JE-16165,Justin Ellison,Corporativo ,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,Tecnologia ,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,"384,45","1910,7165",11,0,"103,8015",
149,CA-2016-114489,05/12/2016,09/12/2016,Standard Class,JE-16165,Justin Ellison,Corporativo ,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10001448,Tecnologia ,Phones,Anker Astro 15000mAh USB Portable Charger,"149,97","745,3509",3,0,"5,9988",
150,CA-2016-114489,05/12/2016,09/12/2016,Standard Class,JE-16165,Justin Ellison,Corporativo ,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10000454,Mobiliário,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","1951,84","9700,6448",8,0,"585,552",
151,CA-2016-114489,05/12/2016,09/12/2016,Standard Class,JE-16165,Justin Ellison,Corporativo ,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10002735,Material de escritório,Binders,GBC Prestige Therm-A-Bind Covers,"171,55","852,6035",5,0,"80,6285",
152,CA-2016-158834,13/03/2016,16/03/2016,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,OFF-AP-10000326,Material de escritório,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,"157,92","784,8624",5,"0,2","17,766",
153,CA-2016-158834,13/03/2016,16/03/2016,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,TEC-PH-10001254,Tecnologia ,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,"203,184","1009,82448",2,"0,2","15,2388",
154,CA-2015-124919,31/05/2015,02/06/2015,First Class,SP-20650,Stephanie Phelps,Corporativo ,United States,San Jose,California,95123,West,OFF-PA-10001950,Material de escritório,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,"58,38","290,1486",7,0,"26,271",
155,CA-2015-124919,31/05/2015,02/06/2015,First Class,SP-20650,Stephanie Phelps,Corporativo ,United States,San Jose,California,95123,West,OFF-PA-10002254,Material de escritório,Paper,Xerox 1883,"105,52","524,4344",4,0,"48,5392",
156,CA-2015-124919,31/05/2015,02/06/2015,First Class,SP-20650,Stephanie Phelps,Corporativo ,United States,San Jose,California,95123,West,OFF-ST-10001590,Material de escritório,Storage,"Tenex Personal Project File with Scoop Front Design, Black","80,88","401,9736",6,0,"21,0288",
157,CA-2015-118948,28/05/2015,03/06/2015,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10001547,Material de escritório,Art,Newell 311,"6,63","32,9511",3,0,"1,7901",
158,CA-2014-104269,01/03/2014,06/03/2014,Second Class,DB-13060,Dave Brooks,Consumidor,United States,Seattle,Washington,98115,West,FUR-CH-10004063,Mobiliário,Chairs,Global Deluxe High-Back Manager's Chair,"457,568","2274,11296",2,"0,2","51,4764",
159,CA-2016-114104,20/11/2016,24/11/2016,Standard Class,NP-18670,Nora Paige,Consumidor,United States,Edmond,Oklahoma,73034,Central,OFF-LA-10002475,Material de escritório,Labels,Avery 519,"14,62","72,6614",2,0,"6,8714",
160,CA-2016-114104,20/11/2016,24/11/2016,Standard Class,NP-18670,Nora Paige,Consumidor,United States,Edmond,Oklahoma,73034,Central,TEC-PH-10004536,Tecnologia ,Phones,Avaya 5420 Digital phone,"944,93","4696,3021",7,0,"236,2325",
161,CA-2016-162733,11/05/2016,12/05/2016,First Class,TT-21070,Ted Trevino,Consumidor,United States,Los Angeles,California,90045,West,OFF-PA-10002751,Material de escritório,Paper,Xerox 1920,"5,98","29,7206",1,0,"2,691",
162,CA-2015-119697,28/12/2015,31/12/2015,Second Class,EM-13960,Eric Murdock,Consumidor,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,Tecnologia ,Accessories,Lenovo 17-Key USB Numeric Keypad,"54,384","270,28848",2,"0,2","1,3596",
163,CA-2016-154508,16/11/2016,20/11/2016,Standard Class,RD-19900,Ruben Dartt,Consumidor,United States,Carlsbad,New Mexico,88220,West,OFF-EN-10001990,Material de escritório,Envelopes,Staple envelope,"28,4","141,148",5,0,"13,348",
164,CA-2016-113817,07/11/2016,11/11/2016,Standard Class,MJ-17740,Max Jones,Consumidor,United States,Seattle,Washington,98115,West,OFF-BI-10004002,Material de escritório,Binders,Wilson Jones International Size A4 Ring Binders,"27,68","137,5696",2,"0,2","9,688",
165,CA-2014-139892,08/09/2014,12/09/2014,Standard Class,BM-11140,Becky Martin,Consumidor,United States,San Antonio,Texas,78207,Central,OFF-AR-10004441,Material de escritório,Art,BIC Brite Liner Highlighters,"9,936","49,38192",3,"0,2","2,7324",
166,CA-2014-139892,08/09/2014,12/09/2014,Standard Class,BM-11140,Becky Martin,Consumidor,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822,Tecnologia ,Machines,Lexmark MX611dhe Monochrome Laser Printer,"8159,952","40554,96144",8,"0,4","-1359,992",
167,CA-2014-139892,08/09/2014,12/09/2014,Standard Class,BM-11140,Becky Martin,Consumidor,United States,San Antonio,Texas,78207,Central,OFF-ST-10000991,Material de escritório,Storage,Space Solutions HD Industrial Steel Shelving.,"275,928","1371,36216",3,"0,2","-58,6347",
168,CA-2014-139892,08/09/2014,12/09/2014,Standard Class,BM-11140,Becky Martin,Consumidor,United States,San Antonio,Texas,78207,Central,FUR-CH-10004287,Mobiliário,Chairs,SAFCO Arco Folding Chair,"1740,06","8648,0982",9,"0,3","-24,858",
169,CA-2014-139892,08/09/2014,12/09/2014,Standard Class,BM-11140,Becky Martin,Consumidor,United States,San Antonio,Texas,78207,Central,OFF-AR-10002656,Material de escritório,Art,Sanford Liquid Accent Highlighters,"32,064","159,35808",6,"0,2","6,8136",
170,CA-2014-139892,08/09/2014,12/09/2014,Standard Class,BM-11140,Becky Martin,Consumidor,United States,San Antonio,Texas,78207,Central,OFF-AP-10002518,Material de escritório,Appliances,Kensington 7 Outlet MasterPiece Power Center,"177,98","884,5606",5,"0,8","-453,849",
171,CA-2014-139892,08/09/2014,12/09/2014,Standard Class,BM-11140,Becky Martin,Consumidor,United States,San Antonio,Texas,78207,Central,TEC-PH-10003931,Tecnologia ,Phones,JBL Micro Wireless Portable Bluetooth Speaker,"143,976","715,56072",3,"0,2","8,9985",
172,CA-2014-118962,05/08/2014,09/08/2014,Standard Class,CS-12130,Chad Sievert,Consumidor,United States,Los Angeles,California,90004,West,OFF-PA-10000659,Material de escritório,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”","20,94","104,0718",3,0,"9,8418",
173,CA-2014-118962,05/08/2014,09/08/2014,Standard Class,CS-12130,Chad Sievert,Consumidor,United States,Los Angeles,California,90004,West,OFF-PA-10001144,Material de escritório,Paper,Xerox 1913,"110,96","551,4712",2,0,"53,2608",
174,CA-2014-118962,05/08/2014,09/08/2014,Standard Class,CS-12130,Chad Sievert,Consumidor,United States,Los Angeles,California,90004,West,FUR-CH-10003817,Mobiliário,Chairs,"Global Value Steno Chair, Gray","340,144","1690,51568",7,"0,2","21,259",
175,US-2014-100853,14/09/2014,19/09/2014,Standard Class,JB-15400,Jennifer Braxton,Corporativo ,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891,Material de escritório,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,"52,448","260,66656",2,"0,8","-131,12",
176,US-2014-100853,14/09/2014,19/09/2014,Standard Class,JB-15400,Jennifer Braxton,Corporativo ,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148,Material de escritório,Labels,Avery 51,"20,16","100,1952",4,"0,2","6,552",
